Diet:Counts	Cancer:Counts
Small	No
Small	No
Small	No
Small	No
Small	No
Small	No
Small	No
Small	No
Small	No
Small	No
Small	No
Small	No
Small	No
Small	No
Small	No
Small	No
Small	No
Small	No
Small	No
Small	No
Small	No
Small	No
Small	No
Small	No
Small	No
Small	No
Small	No
Small	No
Small	No
Small	No
Small	No
Small	No
Small	No
Small	No
Small	No
Small	No
Small	No
Small	No
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	Yes
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
Moderate	No
